Brand,Model,Year,Trim,Drive,Description,Exterior Color,Interior Color,Miles,Price
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,F-150,2018,Platinum,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2019,Platinum,4WD,SuperCrew 5.5' Box ,Gray exterior,Black interior,,
Ford,F-150,2015,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,F-150,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,F-150,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,F-150,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,F-150,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,F-150,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,F-150,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,F-150,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,F-150,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,F-150,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,F-150,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,F-150,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,F-150,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ram,1500,2020,Limited,4WD,"Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,1500,2020,SLT,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2019,Lariat,4WD,SuperCrew 5' Box ,Black exterior,Black interior,,
Ram,1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ram,1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ram,1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ram,1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ram,1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ram,1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ram,1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ram,1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ram,1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ram,1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ram,1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ram,1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ram,1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ram,1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ram,1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ram,1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ram,1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2020,Custom,2WD,Crew Cab Long Bed ,White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2016,TRD,Manual,Sport Double Cab 5' Bed V6 4WD ,White exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2020,Sport,S,,Black exterior,Black interior,,
Chevrolet,Silverado 2500HD,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 2500HD,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 2500HD,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 2500HD,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 2500HD,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 2500HD,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 2500HD,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 2500HD,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Toyota,Tundra,2013,Double,4WD,Cab 6.5' Bed Flex Fuel 5.7L V8 ,Silver exterior,Gray interior,,
Toyota,Tundra,2017,XLT,RWD,SuperCab 6.5' Box ,Brown exterior,Beige interior,,
Toyota,Tundra,2019,SLT,4WD,Crew Cab Short Box ,Red exterior,Black interior,,
Toyota,Tundra,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tundra,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tundra,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tundra,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Toyota,Tundra,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Toyota,Tundra,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Toyota,Tundra,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Toyota,Tundra,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Toyota,Tundra,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Toyota,Tundra,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Toyota,Tundra,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tundra,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tundra,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Toyota,Tundra,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Toyota,Tundra,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Toyota,Tundra,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Toyota,Tundra,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Toyota,Tundra,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Toyota,Tundra,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Toyota,Tundra,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tundra,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tundra,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Toyota,Tundra,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Toyota,Tundra,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Toyota,Tundra,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Toyota,Tundra,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Toyota,Tundra,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Toyota,Tundra,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Toyota,Tundra,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Toyota,Tundra,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,F-150,2018,King,4WD,Ranch SuperCrew 5.5' Box ,Red exterior,Unknown interior,,
Ford,F-150,2018,Raptor,4WD,SuperCrew 5.5' Box ,Gray exterior,Black interior,,
Ford,F-150,2020,Custom,4WD,Trail Boss Crew Cab Short Bed ,Blue exterior,Black interior,,
Ford,F-150,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,F-150,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,F-150,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,F-150,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,F-150,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,F-150,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,F-150,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,F-150,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,F-150,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,F-150,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,F-150,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,F-150,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,F-150,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,F-150,2018,Raptor,4WD,SuperCrew 5.5' Box ,Gray exterior,Black interior,,
Ford,F-150,2016,SLE,4WD,Double Cab Standard Box ,Red exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Crew Cab Short Box ,Red exterior,Black interior,,
Ford,F-150,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,F-150,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,F-150,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,F-150,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,F-150,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,F-150,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,F-150,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,F-150,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,F-150,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,F-150,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,F-150,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,F-150,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,F-150,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Chevrolet,Silverado 1500,2021,RST,4WD,Crew Cab Short Bed ,Brown exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Platinum,4WD,SuperCrew 5.5' Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,4WD,Regular Cab 8' Box ,Blue exterior,Gray interior,,
Chevrolet,Silverado 1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Chevrolet,Silverado 1500,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Chevrolet,Silverado 1500,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Chevrolet,Silverado 1500,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Chevrolet,Silverado 1500,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Chevrolet,Silverado 1500,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Chevrolet,Silverado 1500,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Chevrolet,Silverado 1500,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Chevrolet,Silverado 1500,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Chevrolet,Silverado 1500,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Chevrolet,Silverado 1500,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Chevrolet,Silverado 1500,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCab 5.5' Box ,Blue exterior,Black interior,,
Ford,F-150,2017,Denali,4WD,Crew Cab Short Box ,White exterior,Brown interior,,
Ford,F-150,2021,SLE,4WD,Crew Cab Standard Bed ,Black exterior,Black interior,,
Ford,F-150,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
Ford,F-150,2018,Limited,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ford,F-150,2016,XL,RWD,"Crew Cab 156"" ",White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCrew 5.5' Box ,Unknown exterior,Unknown interior,,
Ford,F-150,2014,Laramie,4WD,"Crew Cab 5'7"" Box ",Black exterior,Black interior,,
Ford,F-150,2018,SV,Auto,V6 King Cab 4WD ,White exterior,Gray interior,,
Ford,F-150,2019,Big,2WD,"Horn Crew Cab 6'4"" Box ",White exterior,Black interior,,
Ford,F-150,2020,Lariat,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2016,XLT,4WD,SuperCrew 5.5' Box ,Silver exterior,Gray interior,,
Ford,F-150,2018,S,Automatic,King Cab RWD ,White exterior,Gray interior,,
Ford,F-150,2017,LT,4WD,Crew Cab Standard Box ,White exterior,Gray interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ford,F-150,2018,SR,Automatic,Double Cab 5' Bed V6 4WD ,Silver exterior,Unknown interior,,
Ford,F-150,2017,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ford,F-150,2020,Rebel,4WD,"Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ford,F-150,2019,Z71,4WD,Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2018,XL,2WD,Regular Cab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2014,WT,2WD,with 1WT Regular Cab Long Box ,White exterior,Black interior,,
Ford,F-150,2018,XLT,4WD,SuperCrew 5.5' Box ,White exterior,Gray interior,,
Ford,F-150,2018,XL,4WD,SuperCab 6.5' Box ,White exterior,Gray interior,,
Ford,F-150,2017,Night,4WD,"Crew Cab 5'7"" Box ",Red exterior,Black interior,,
Ford,F-150,2008,XL,RWD,"Regular Cab 137"" ",White exterior,Beige interior,,
Ford,F-150,2012,SLE,4WD,Crew Cab SB ,White exterior,Black interior,,
Ford,F-150,2015,LT,4WD,with 1LT Crew Cab Short Box ,Blue exterior,Black interior,,
Ford,F-150,2019,Big,4WD,"Horn/Lone Star Crew Cab 5'7"" Box ",White exterior,Black interior,,
Ford,F-150,2020,XL,2WD,SuperCrew 5.5' Box ,Gray exterior,Unknown interior,,
Ram,1500,2020,Lone,2WD,"Star Crew Cab 5'7"" Box ",Gray exterior,Black interior,,
Ram,1500,2015,Lariat,4WD,SuperCrew 5.5' Box ,Red exterior,Beige interior,,
Ram,1500,2017,Z71,Automatic,Crew Cab Short Box 4WD ,Gray exterior,Black interior,,
Ram,1500,2013,XLT,4WD,SuperCrew 5.5' Box ,Black exterior,Gray interior,,
Ram,1500,2010,XL,4WD,SuperCrew 5.5' Box ,White exterior,Unknown interior,,
Ram,1500,2019,Raptor,4WD,SuperCrew 5.5' Box ,Black exterior,Black interior,,
Ram,1500,2018,LT,4WD,Double Cab Standard Box ,White exterior,Black interior,,
